FID,objectid_1,objectid,facility_n,begin,end,facility_c,status,route_id,bpp_2005,local_plan,jurisdicti,st,note,miles,priority,yr_constr,i269,blvd,divided,fund_sourc,shape_leng,shape_le_1,Shape__Length
598,1279,1374,New Horn Lake Rd,Peebles,Mitchell,Buffered Bike Lane,Existing,,,STP4,Memphis,TN,,0.778881572139,,2016,,,,STP-M,4112.49470089,4112.49470089,1536.32729757906
599,1280,1375,Kansas Rd,Florida,I-55,Signed Shared Roadway,Existing,,,2010PW,Memphis,TN,,0.134344012096,,2010,,,,Local,709.336383864,709.336383864,265.056961335671
600,1281,1376,East St,"Dr MLK, Jr",Crump,Buffered Bike Lane,Existing,,,STP4,Memphis,TN,,0.231902897487,,2016,,,,STP-M,1224.44729873,1224.44729873,457.893616567814
601,1286,1384,Center Hill Rd,Goodman,US-78,Signed Shared Roadway,Existing,Center Hill Rd Bike Route,,,DeSoto Co,MS,VERIFY TERMINI IN FIELD,4.28667381172,,0,,,,,22633.6377259,22633.6377259,8431.68064450287
602,1294,1392,McLean Blvd,Chelsea,Hunter,Signed Shared Roadway,Existing,MEM 20; MEM 40,,2003Routes,Memphis,TN,,0.197463776821,Primary,2003,N,,,Local,1042.60874161,1042.60874161,390.073993919365
603,1295,1393,McLean Blvd,Nedra,Chelsea,Cycle Track,Existing,MEM 20; MEM 40: WRG 5a,,2003Routes; WRG,Memphis,TN,,0.57527748991,Primary,2020,N,,,Private,3037.46514672,3037.46514672,1135.91282292324
604,1296,1394,Mountain Terrace St,Frayser,James,Paved Shoulder,Existing,,,2013PW,Memphis,TN,,1.40755216034,,2014,,,,Local,7431.87540658,7431.87540658,2780.60888295756
605,1297,1395,Mountain Terrace St,Hawkins Mill,St Elmo,Paved Shoulder,Existing,,,2013PW,Memphis,TN,,0.926564797113,,2014,,,,Local,4892.26212876,4892.26212876,1831.3163067451
606,1298,1396,Frayser Blvd,Millington,Riney,Bike Lane,Existing,,,2014CIP,Memphis,TN,,1.31063142689,,2015,,,,Local,6920.13393396,6920.13393396,2579.1892760994
607,1306,1409,Cleveland St,North Parkway,Overton Park,Buffered Bike Lane,Existing,,,2014CIP,Memphis,TN,,0.319959671295,Regional,2019,N,,,Local,1689.38706444,1689.38706444,631.422160576615
608,1307,1412,Cleveland St,Peabody,Goodbar,Marked Shared Roadway,Existing,,,2014CIP,Memphis,TN,,0.270710763863,,2015,,,,Local,1429.3528332,1429.3528332,534.475269031013
609,1308,1413,Cleveland St,Goodbar,Lamar,Cycle Track,Existing,,,2014CIP,Memphis,TN,,0.127014625856,,2015,,,,Local,670.637224521,670.637224521,250.369340132966
610,1315,1421,Raleigh LaGrange Rd,Austin Peay,Coleman,Bike Lane,Existing,,,2014PW,Memphis,TN,,0.653615873013,,2014,,,,Local,3451.09180951,3451.09180951,1286.67584218119
611,1317,1424,Kate Bond Rd,US-64,Reese,Bike Lane,Existing,,,2016PW,Memphis,TN,,0.753367829244,,2016,,,,Local,3977.78213841,3977.78213841,1488.72856290304
612,1318,1427,Whitten Rd,Raleigh Lagrange,Century Center,Buffered Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.494190732598,,2016,,,,Local,2609.32706812,2609.32706812,976.274287801141
613,1319,1428,Whitten Rd,Fletcher Creek,Raleigh LaGrange,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.0877983228457,,2016,,,,Local,463.575144626,463.575144626,173.455440001982
614,1323,1434,Cordova Rd,Memphis city limit,Germantown,Bike Lane,Existing,,,2014PW,Memphis,TN,,1.03307211083,,2014,,,,Local,5454.6207452,5454.6207452,2032.80573760741
615,1324,1435,Lynnfield Rd,Park,Quince,Bike Lane,Existing,,,2014PW,Memphis,TN,,0.725360395049,,2014,,,,Local,3829.90288586,3829.90288586,1431.53922613349
616,1325,1439,Chimneyrock Rd,Autumndale,Berryhill,Bike Lane,Existing,,,2016PW,Memphis,TN,,0.904584169866,,2017,,,,Local,4776.20441689,4776.20441689,1780.95927000177
617,1326,1440,Chimneyrock Rd,Dexter,Autumndale,Bike Lane,Existing,,,2016PW,Memphis,TN,,0.11599408803,,2017,,,,Local,612.4487848,612.4487848,228.352506169211
618,1327,1441,Patmore Rd,Mullins Station,Harpeth,Marked Shared Roadway,Existing,,,2014PW,Memphis,TN,,0.593888510704,,2014,,,,Local,3135.73133651,3135.73133651,1168.17067080983
619,1328,1442,Riverdale Rd,Shelby,Memphis city limit,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.513257389716,,2016,,,,Local,2709.9990177,2709.9990177,1011.97271327798
620,1329,1444,Raines Rd,Clarke,Hickory Hill,Signed Shared Roadway,Existing,,,2014PW,Memphis,TN,,0.493422792335,,2014,,,,Local,2605.27234353,2605.27234353,968.706701280706
621,1330,1445,Winbrook Dr,Brooks,Winchester,Bike Lane,Existing,,,2014PW,Memphis,TN,,0.517628852747,,2014,,,,Local,2733.08034251,2733.08034251,1020.77956212158
622,1331,1447,Winchester Rd,Perkins,Clarke,Bike Lane,Existing,,,2015CIP,Memphis,TN,,1.86030750722,,2015,,,,Local,9822.42363812,9822.42363812,3652.95880339072
623,1332,1450,Cherry Rd,American Way,Cochese,Bike Lane,Existing,,,2014PW,Memphis,TN,,0.153723564575,,2014,,,,Local,811.660420957,811.660420957,302.687759990934
624,1333,1451,Goodlett St,Cochese,Forest View,Paved Shoulder,Existing,,,2014PW,Memphis,TN,,0.902395315187,,2014,,,,Local,4764.64726419,4764.64726419,1780.13820225088
625,1334,1452,Goodlett Rd,Forest View,Winchester,Bike Lane,Existing,,,2014PW,Memphis,TN,,0.544770944909,,2014,,,,Local,2876.39058912,2876.39058912,1074.55365699573
626,1338,1456,American Way,Perkins,driveway,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.938850504296,,2016,,,,Local,4957.13066268,4957.13066268,1845.39825107579
627,1339,1457,American Way,driveway,Mount Moriah,Signed Shared Roadway,Existing,,,2016CIP,Memphis,TN,,0.219762622645,,2016,,,,Local,1160.34664757,1160.34664757,432.924044591083
628,1341,1460,White Station Rd,Walnut Grove,Juniper,Paved Shoulder,Existing,,,2016CIP,Memphis,TN,,0.680244185575,,2016,,,,Local,3591.68929984,3591.68929984,1343.00867653157
629,1342,1461,White Station Rd,Lexington,Poplar,Paved Shoulder,Existing,,,2016CIP,Memphis,TN,,0.470455923376,,2016,,,,Local,2484.00727542,2484.00727542,928.660393340231
630,1343,1462,White Station Rd,Sanderlin,Lexington,Signed Shared Roadway,Existing,,,2016CIP,Memphis,TN,,0.0841585660493,,2016,,,,Local,444.35722874,444.35722874,166.136008772397
631,1344,1463,White Station Rd,Juniper,Sanderlin,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.236043287656,,2016,,,,Local,1246.30855882,1246.30855882,465.982903642204
632,1345,1464,Mt. Moriah Rd,Alrose,Willow,Paved Shoulder,Existing,,,2015PW,Memphis,TN,,1.39956140291,,2016,,,,Local,7389.68420737,7389.68420737,2761.88955308043
633,1346,1465,Mt. Moriah,Poplar,Alrose,Bike Lane,Existing,,,2015CIP,Memphis,TN,,0.565408717565,,2016,,,,Local,2985.35802874,2985.35802874,1115.90081303045
634,1347,1466,Yates Rd,Walnut Grove,Spainwood,Paved Shoulder,Existing,,,2016CIP,Memphis,TN,,1.2936180117,,2016,,,,Local,6830.30310176,6830.30310176,2553.59481023364
635,1349,1469,Yates Rd,Spainwood,Yates Village,Paved Shoulder,Existing,,,2016CIP,Memphis,TN,,0.313959587737,,2016,,,,Local,1657.70662325,1657.70662325,619.736589486505
636,1350,1470,Yates Rd,Yates Village,Poplar,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.16107238936,,2016,,,,Local,850.46221582,850.46221582,317.930596512808
637,1351,1472,Monroe Ave,US-51,Madison,Bike Lane,Existing,,,2016PW,Memphis,TN,,0.531828087362,,2017,,,,Local,2808.05230127,2808.05230127,1045.76769124974
638,1352,1473,Orleans St,Madison,Marshall,Marked Shared Roadway,Existing,,,2016PW,Memphis,TN,,0.103307419406,,2016,,,,Local,545.463174463,545.463174463,203.851569723386
639,1353,1474,Florida St,Belz,Mallory,Buffered Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.589977673122,,2016,,,,Local,3115.08211409,3115.08211409,1164.30409237272
640,1355,1476,Winchester Rd,US-61,Graves,Bike Lane,Existing,,,2014PW,Memphis,TN,,1.09374500873,,2014,,,,Local,5774.97364607,5774.97364607,2147.82341468957
